number,value,datetime_start,datetime_complete,duration,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_min_data_in_leaf,params_offset,params_subsample,params_threshold,params_use_dynamic_threshold,state
46,0.0,2025-11-30 00:15:03.727830,2025-11-30 00:15:16.415516,0 days 00:00:12.687686,6.0,1124.0,9.895222205153286e-07,0.1468016992201613,59.0,-0.0005762330409478184,0.582790547287771,0.02717449859115158,False,COMPLETE
39,0.0,2025-11-30 00:03:08.611058,2025-11-30 00:06:24.110302,0 days 00:03:15.499244,10.0,1424.0,0.28305941499348475,0.028715077118542164,66.0,-0.0005914027879338969,0.5932504999398641,0.29466808076727535,False,COMPLETE
24,0.0,2025-11-29 23:43:44.053648,2025-11-29 23:45:28.217706,0 days 00:01:44.164058,10.0,1206.0,0.445443117962931,0.013832441485177479,41.0,-0.001202120362750726,0.5095202032076924,0.06315479790500637,False,COMPLETE
28,0.0,2025-11-29 23:49:08.868486,2025-11-29 23:50:23.837503,0 days 00:01:14.969017,7.0,1177.0,2.4812943963115153,0.1145174054968382,83.0,-0.0019492760337618353,0.6756591135166246,0.09913665733328725,False,COMPLETE
30,0.0,2025-11-29 23:52:04.705274,2025-11-29 23:52:17.807000,0 days 00:00:13.101726,6.0,1341.0,0.0013080306124819436,0.003358518470263724,76.0,-0.0016330488278657072,0.6658763571293943,0.07617389104883995,True,COMPLETE
32,0.0,2025-11-29 23:54:18.584681,2025-11-29 23:55:29.940664,0 days 00:01:11.355983,8.0,1471.0,2.449661038954156,0.006958372154006353,100.0,-0.001585935417704067,0.6167090319944476,0.07744923575237836,False,COMPLETE
213,0.0,2025-11-30 06:32:50.119709,2025-11-30 06:37:38.942567,0 days 00:04:48.822858,11.0,1332.0,0.11937991568060359,0.02259819046605874,42.0,0.0008290995443439403,0.7874154205350336,0.013685537919762552,False,COMPLETE
217,0.0,2025-11-30 06:52:47.086203,2025-11-30 06:57:52.038326,0 days 00:05:04.952123,11.0,1426.0,0.03582099365006611,0.02038671238782504,39.0,0.0009225459254409054,0.7635423593996464,0.014938673456346084,False,COMPLETE
218,0.0,2025-11-30 06:57:52.056687,2025-11-30 07:02:52.829222,0 days 00:05:00.772535,11.0,1355.0,0.20254490294432173,0.03557258294180418,42.0,0.0007632428137331721,0.7891708024683597,0.01039102534264591,False,COMPLETE
221,0.0,2025-11-30 07:11:37.110497,2025-11-30 07:16:38.487869,0 days 00:05:01.377372,11.0,1376.0,0.11111866109890325,0.03172532455961343,36.0,0.0009973045821016692,0.7507978506682215,0.019158881093091447,True,COMPLETE
225,0.0,2025-11-30 07:53:50.347580,2025-11-30 07:54:10.462655,0 days 00:00:20.115075,10.0,998.0,0.27013230414109357,0.036217651380490004,44.0,0.00048467572270904745,0.7587841012492719,0.0023705034819730235,,COMPLETE
226,0.0,2025-11-30 07:54:10.485001,2025-11-30 07:54:28.694583,0 days 00:00:18.209582,10.0,998.0,0.07857763671986885,0.03755768051609712,40.0,0.0004757838800506829,0.766260271201596,0.002351946862885309,,COMPLETE
227,0.0,2025-11-30 07:54:28.716141,2025-11-30 07:54:46.424894,0 days 00:00:17.708753,10.0,998.0,0.28629968735590905,0.033225290967928325,43.0,0.0004830598232642431,0.7944949924737575,0.0023901776941962355,,COMPLETE
228,0.0,2025-11-30 07:54:46.444406,2025-11-30 07:55:03.934627,0 days 00:00:17.490221,10.0,998.0,0.11901629972168253,0.037934189384346104,38.0,0.00048350732485732826,0.7821116415333835,0.0024424680959968838,,COMPLETE
229,0.0,2025-11-30 07:55:03.952692,2025-11-30 07:55:21.365628,0 days 00:00:17.412936,10.0,999.0,0.06387861957504201,0.04076803838177233,40.0,0.0004868612401917083,0.7482993034766103,0.002450691764257526,,COMPLETE
230,0.0,2025-11-30 07:55:21.382771,2025-11-30 07:55:38.886582,0 days 00:00:17.503811,10.0,998.0,0.19293494812121437,0.03734831001806961,44.0,0.0004504535992918323,0.7660793226993186,0.0024055595120141132,,COMPLETE
14,0.0,2025-11-29 23:22:34.350424,2025-11-29 23:22:53.210178,0 days 00:00:18.859754,8.0,766.0,0.00024591529920427256,0.059434128049954696,50.0,-0.0008057461407360899,0.8590288804575387,0.050053091420170226,False,COMPLETE
354,0.0,2025-11-30 09:24:22.678204,2025-11-30 09:24:40.153264,0 days 00:00:17.475060,10.0,999.0,0.8236674222913279,0.034204582245913065,43.0,0.0004966410072668299,0.7475754598686295,0.002499904513320026,,COMPLETE
355,0.0,2025-11-30 09:24:40.170750,2025-11-30 09:24:57.471857,0 days 00:00:17.301107,10.0,999.0,0.03623439365791316,0.03297913353017594,47.0,0.00015852933240399677,0.7554402343061095,0.0024997729149703295,,COMPLETE
356,0.0,2025-11-30 09:24:57.489910,2025-11-30 09:27:38.388426,0 days 00:02:40.898516,10.0,999.0,0.11872987797092696,0.19029897478193963,12.0,0.0004974972377925266,0.817645545689231,0.0024999149948966813,,COMPLETE
357,0.0,2025-11-30 09:27:38.409247,2025-11-30 09:27:55.404105,0 days 00:00:16.994858,10.0,999.0,0.06219546855433015,0.04342827162369389,39.0,0.00046999686820954747,0.6193411079896083,0.002499876961545088,,COMPLETE
358,0.0,2025-11-30 09:27:55.421939,2025-11-30 09:28:12.796090,0 days 00:00:17.374151,10.0,999.0,0.20804719304843114,0.03610631584376953,41.0,0.0004966110616239862,0.7807635440828326,0.0024999294106978175,,COMPLETE
359,0.0,2025-11-30 09:28:12.813804,2025-11-30 09:29:30.138042,0 days 00:01:17.324238,10.0,999.0,0.09395824792649458,0.06713628858413691,36.0,0.0004974997217929838,0.738508177065946,0.0024999388980579164,,COMPLETE
237,0.0,2025-11-30 07:59:35.647900,2025-11-30 07:59:53.266400,0 days 00:00:17.618500,10.0,999.0,0.10894107612425498,0.03423047726760078,36.0,0.0004413930141548457,0.7915764490188325,0.002498936139263143,,COMPLETE
236,0.0,2025-11-30 07:58:18.187188,2025-11-30 07:59:35.624985,0 days 00:01:17.437797,10.0,999.0,0.08071286506955283,0.03678344125181076,40.0,0.0004903118405194145,0.7465660740151132,0.0015080479726476688,,COMPLETE
235,0.0,2025-11-30 07:58:00.533445,2025-11-30 07:58:18.169593,0 days 00:00:17.636148,10.0,999.0,0.24660699338313175,0.04149163794192834,41.0,0.0004915809424607629,0.7693080878545943,0.0023194225410944867,,COMPLETE
234,0.0,2025-11-30 07:57:42.869413,2025-11-30 07:58:00.515642,0 days 00:00:17.646229,10.0,999.0,0.1615850267099254,0.038834990095775984,42.0,0.0004905338029241705,0.7827043307845567,0.002418164335261472,,COMPLETE
233,0.0,2025-11-30 07:57:25.036806,2025-11-30 07:57:42.849905,0 days 00:00:17.813099,10.0,999.0,0.1570152991646561,0.034533954086294734,42.0,0.00048692249216842004,0.7737818544100947,0.002433008291246909,,COMPLETE
232,0.0,2025-11-30 07:56:07.537834,2025-11-30 07:57:25.019180,0 days 00:01:17.481346,10.0,999.0,0.04380304640671291,0.03307365274045366,38.0,0.00048527373595042006,0.759260890112443,0.0017343947341598603,,COMPLETE
231,0.0,2025-11-30 07:55:49.782194,2025-11-30 07:56:07.519956,0 days 00:00:17.737762,10.0,999.0,0.10567559580545659,0.039878046782267584,45.0,0.00048678341863648395,0.8063592809506754,0.0024517959261567655,,COMPLETE
238,0.0,2025-11-30 07:59:53.283352,2025-11-30 08:00:10.522587,0 days 00:00:17.239235,10.0,999.0,0.1940134536957158,0.03085589788892629,43.0,0.00046415156151461366,0.7594710867758582,0.0024986931327812996,,COMPLETE
246,0.0,2025-11-30 08:02:28.818236,2025-11-30 08:03:46.691804,0 days 00:01:17.873568,10.0,999.0,0.14298651780514735,0.056780031812133036,40.0,0.0004606914272823089,0.7608886228632896,0.0024994607969024245,,COMPLETE
239,0.0,2025-11-30 08:00:10.539897,2025-11-30 08:00:27.964122,0 days 00:00:17.424225,10.0,999.0,0.29955757117367127,0.042390424354675445,38.0,0.0004939770057957441,0.750290224122977,0.0024989314051527232,,COMPLETE
240,0.0,2025-11-30 08:00:27.983095,2025-11-30 08:00:45.476269,0 days 00:00:17.493174,10.0,999.0,0.13803040870481148,0.03831511336710068,45.0,0.0004915871329945365,0.7755619691775565,0.0024987799637492744,,COMPLETE
241,0.0,2025-11-30 08:01:01.445523,2025-11-30 08:01:18.974586,0 days 00:00:17.529063,10.0,999.0,0.000505329344105544,0.032901790912462495,42.0,0.0004920526130442735,0.7549869729908484,0.002498690045019264,,COMPLETE
242,0.0,2025-11-30 08:01:18.996160,2025-11-30 08:01:36.491465,0 days 00:00:17.495305,10.0,999.0,0.001602171239504134,0.045330355401979015,39.0,0.00034596529542197096,0.7673608166234502,0.0024985704932131148,,COMPLETE
243,0.0,2025-11-30 08:01:36.509771,2025-11-30 08:01:53.984159,0 days 00:00:17.474388,10.0,999.0,0.2738236875761364,0.031090196583615386,46.0,0.0004021871984829705,0.8016727491312362,0.0024996608822062324,,COMPLETE
244,0.0,2025-11-30 08:01:54.002433,2025-11-30 08:02:11.276582,0 days 00:00:17.274149,10.0,999.0,0.35425140866698684,0.03632813212369542,41.0,0.0004909999392071936,0.742057885173717,0.0024996574573080584,,COMPLETE
245,0.0,2025-11-30 08:02:11.294621,2025-11-30 08:02:28.797758,0 days 00:00:17.503137,10.0,999.0,0.0731213514866577,0.030383067700481128,43.0,0.0004934645782347756,0.7818174192082836,0.002499483622505603,,COMPLETE
254,0.0,2025-11-30 08:09:03.815350,2025-11-30 08:09:21.292700,0 days 00:00:17.477350,10.0,999.0,0.08994879938009408,0.03689070975322147,39.0,0.00033864217490076325,0.7849121884052259,0.002499423450369607,,COMPLETE
255,0.0,2025-11-30 08:09:21.311226,2025-11-30 08:10:39.033710,0 days 00:01:17.722484,10.0,999.0,0.22994891854427565,0.061541804049822776,42.0,0.00038746404409987893,0.7726161188903955,0.0024995051945954395,,COMPLETE
